positives/1.png 1 0 0 300 300
positives/2.png 1 0 0 300 300
positives/3.png 1 0 0 300 300
positives/4.png 1 0 0 300 300
positives/5.png 1 0 0 300 300
positives/6.png 1 0 0 300 300
positives/7.png 1 0 0 300 300
positives/8.png 1 0 0 300 300
positives/9.png 1 0 0 300 300
positives/10.png 1 0 0 300 300
positives/11.png 1 0 0 300 300
positives/12.png 1 0 0 300 300
positives/13.png 1 0 0 300 300
positives/14.png 1 0 0 300 300
positives/15.png 1 0 0 300 300
positives/16.png 1 0 0 300 300
positives/17.png 1 0 0 300 300
positives/18.png 1 0 0 300 300
positives/19.png 1 0 0 300 300
positives/20.png 1 0 0 300 300
positives/21.png 1 0 0 300 300
positives/22.png 1 0 0 300 300
positives/23.png 1 0 0 300 300
positives/24.png 1 0 0 300 300
positives/25.png 1 0 0 300 300
positives/26.png 1 0 0 300 300
positives/27.png 1 0 0 300 300
positives/28.png 1 0 0 300 300
positives/29.png 1 0 0 300 300
positives/30.png 1 0 0 300 300
positives/31.png 1 0 0 300 300
positives/32.png 1 0 0 300 300
positives/33.png 1 0 0 300 300
positives/34.png 1 0 0 300 300
positives/35.png 1 0 0 300 300
positives/36.png 1 0 0 300 300
positives/37.png 1 0 0 300 300
positives/38.png 1 0 0 300 300
positives/39.png 1 0 0 300 300
positives/40.png 1 0 0 300 300
positives/41.png 1 0 0 300 300
positives/42.png 1 0 0 300 300
positives/43.png 1 0 0 300 300
positives/44.png 1 0 0 300 300
positives/45.png 1 0 0 300 300
positives/46.png 1 0 0 300 300
positives/47.png 1 0 0 300 300
positives/48.png 1 0 0 300 300
positives/49.png 1 0 0 300 300
positives/50.png 1 0 0 300 300
positives/51.png 1 0 0 300 300
positives/52.png 1 0 0 300 300
positives/53.png 1 0 0 300 300
positives/54.png 1 0 0 300 300
positives/55.png 1 0 0 300 300
positives/56.png 1 0 0 300 300
positives/57.png 1 0 0 300 300
positives/58.png 1 0 0 300 300
positives/59.png 1 0 0 300 300
positives/60.png 1 0 0 300 300
positives/61.png 1 0 0 300 300
positives/62.png 1 0 0 300 300
positives/63.png 1 0 0 300 300
positives/64.png 1 0 0 300 300
positives/65.png 1 0 0 300 300
positives/66.png 1 0 0 300 300
positives/67.png 1 0 0 300 300
positives/68.png 1 0 0 300 300
positives/69.png 1 0 0 300 300
positives/70.png 1 0 0 300 300
positives/71.png 1 0 0 300 300
positives/72.png 1 0 0 300 300
positives/73.png 1 0 0 300 300
positives/74.png 1 0 0 300 300
positives/75.png 1 0 0 300 300
positives/76.png 1 0 0 300 300
positives/77.png 1 0 0 300 300
positives/78.png 1 0 0 300 300
positives/79.png 1 0 0 300 300
positives/80.png 1 0 0 300 300
positives/81.png 1 0 0 300 300
positives/82.png 1 0 0 300 300
positives/83.png 1 0 0 300 300
positives/84.png 1 0 0 300 300
positives/85.png 1 0 0 300 300
positives/86.png 1 0 0 300 300
positives/87.png 1 0 0 300 300
positives/88.png 1 0 0 300 300
positives/89.png 1 0 0 300 300
positives/90.png 1 0 0 300 300
positives/91.png 1 0 0 300 300
positives/92.png 1 0 0 300 300
positives/93.png 1 0 0 300 300
positives/94.png 1 0 0 300 300
positives/95.png 1 0 0 300 300
positives/96.png 1 0 0 300 300
positives/97.png 1 0 0 300 300
positives/98.png 1 0 0 300 300
positives/99.png 1 0 0 300 300
positives/100.png 1 0 0 300 300
positives/101.png 1 0 0 300 300
positives/102.png 1 0 0 300 300
positives/103.png 1 0 0 300 300
positives/104.png 1 0 0 300 300
positives/105.png 1 0 0 300 300
positives/106.png 1 0 0 300 300
positives/107.png 1 0 0 300 300
positives/108.png 1 0 0 300 300
positives/109.png 1 0 0 300 300
positives/110.png 1 0 0 300 300
positives/111.png 1 0 0 300 300
positives/112.png 1 0 0 300 300
positives/113.png 1 0 0 300 300
positives/114.png 1 0 0 300 300
positives/115.png 1 0 0 300 300
positives/116.png 1 0 0 300 300
positives/117.png 1 0 0 300 300
positives/118.png 1 0 0 300 300
positives/119.png 1 0 0 300 300
positives/120.png 1 0 0 300 300
positives/121.png 1 0 0 300 300
positives/122.png 1 0 0 300 300
positives/123.png 1 0 0 300 300
positives/124.png 1 0 0 300 300
positives/125.png 1 0 0 300 300
positives/126.png 1 0 0 300 300
positives/127.png 1 0 0 300 300
positives/128.png 1 0 0 300 300
positives/129.png 1 0 0 300 300
positives/130.png 1 0 0 300 300
positives/131.png 1 0 0 300 300
positives/132.png 1 0 0 300 300
positives/133.png 1 0 0 300 300
positives/134.png 1 0 0 300 300
positives/135.png 1 0 0 300 300
positives/136.png 1 0 0 300 300
positives/137.png 1 0 0 300 300
positives/138.png 1 0 0 300 300
positives/139.png 1 0 0 300 300
positives/140.png 1 0 0 300 300
positives/141.png 1 0 0 300 300
positives/142.png 1 0 0 300 300
positives/143.png 1 0 0 300 300
positives/144.png 1 0 0 300 300
positives/145.png 1 0 0 300 300
positives/146.png 1 0 0 300 300
positives/147.png 1 0 0 300 300
positives/148.png 1 0 0 300 300
positives/149.png 1 0 0 300 300
positives/150.png 1 0 0 300 300
positives/151.png 1 0 0 300 300
positives/152.png 1 0 0 300 300
positives/153.png 1 0 0 300 300
positives/154.png 1 0 0 300 300
positives/155.png 1 0 0 300 300
positives/156.png 1 0 0 300 300
positives/157.png 1 0 0 300 300
positives/158.png 1 0 0 300 300
positives/159.png 1 0 0 300 300
positives/160.png 1 0 0 300 300
positives/161.png 1 0 0 300 300
